【令和８年５月１日時点】入所児童数,,,,,,,,,,,,
施設所在区,標準地域コード,施設・事業名,施設番号,０歳児,１歳児,２歳児,３歳児,４歳児,５歳児,合計,更新日,
神奈川区,14102,きゃんばす東神奈川保育園,1410051025708,6,9,10,9,9,10,53,2026-05-01,
神奈川区,14102,たいせつ保育園,1410051023638,0,7,11,-,-,-,18,2026-05-01,
神奈川区,14102,メリー★ポピンズ東神奈川ルーム,1410051016350,-,7,7,6,6,7,33,2026-05-01,
神奈川区,14102,反町ひかり保育園,1410051027266,-,8,8,11,10,8,45,2026-05-01,
神奈川区,14102,いずみ東白楽保育園,1410051013837,6,10,11,12,15,15,69,2026-05-01,
神奈川区,14102,めばえ横浜保育園,1410051015147,6,20,21,18,19,20,104,2026-05-01,
神奈川区,14102,キッズパートナー六角橋,1410051024792,2,9,9,12,7,8,47,2026-05-01,
神奈川区,14102,グローバルキッズ白楽園,1410051014660,4,10,10,9,12,11,56,2026-05-01,
神奈川区,14102,スターチャイルド≪白楽ナーサリー≫,1410051024941,4,8,10,10,13,12,57,2026-05-01,
神奈川区,14102,あおぞら第２保育園,1410051017960,6,10,11,12,8,12,59,2026-05-01,
神奈川区,14102,あおぞら保育園,1410051017978,9,18,21,21,21,21,111,2026-05-01,
神奈川区,14102,スターチャイルド≪岸根公園ナーサリー≫,1410051024339,6,8,10,10,11,10,55,2026-05-01,
神奈川区,14102,マフィス白楽ナーサリー,1410051026763,3,9,9,8,8,8,45,2026-05-01,
神奈川区,14102,キッズラボ白楽園,1410051024446,3,8,8,3,5,5,32,2026-05-01,
神奈川区,14102,白楽あいいく保育園,1410051028207,9,12,13,13,12,18,77,2026-05-01,
神奈川区,14102,白幡フレール保育園,1410051016301,9,16,20,14,22,24,105,2026-05-01,
神奈川区,14102,白幡保育園,1410051013860,3,18,18,17,17,18,91,2026-05-01,
神奈川区,14102,キッズパートナー妙蓮寺,1410051025492,3,9,9,8,9,11,49,2026-05-01,
神奈川区,14102,横浜市松見保育園,1410051018810,7,16,18,20,22,21,104,2026-05-01,
神奈川区,14102,ブライト保育園横浜松見町,1410051024966,2,10,10,12,12,11,57,2026-05-01,
神奈川区,14102,ひびき保育園,1410051016327,1,12,14,15,14,14,70,2026-05-01,
神奈川区,14102,西寺尾保育園,1410051016319,4,25,24,23,23,27,126,2026-05-01,
神奈川区,14102,神ノ木保育園,1410051013845,11,28,30,31,29,32,161,2026-05-01,
神奈川区,14102,グローバルキッズ大口園,1410051023521,6,10,10,11,13,13,63,2026-05-01,
神奈川区,14102,横浜大口雲母保育園,1410051025690,5,10,10,7,11,11,54,2026-05-01,
神奈川区,14102,聖徳保育園,1410051013852,13,34,39,41,36,38,201,2026-05-01,
神奈川区,14102,きゃんばす子安台保育園,1410051024834,3,8,8,13,13,12,57,2026-05-01,
神奈川区,14102,ゆうゆうきっず横浜,1410051013894,4,21,25,26,26,26,128,2026-05-01,
神奈川区,14102,なないろきっど保育園,1410051025351,2,10,10,12,14,11,59,2026-05-01,
神奈川区,14102,グローバルキッズ新子安保育園,1410051019529,5,10,11,10,11,11,58,2026-05-01,
神奈川区,14102,ゆうゆうきっず新子安,1410051024412,9,19,21,28,29,29,135,2026-05-01,
神奈川区,14102,ＧＥＮＫＩＤＳバイリンガル保育園新子安,1410051027415,3,12,10,13,12,11,61,2026-05-01,
神奈川区,14102,太陽の子　新子安保育園,1410051013878,4,6,6,6,6,5,33,2026-05-01,
神奈川区,14102,グローバルキッズ新子安第二保育園,1410051027209,-,12,12,9,9,11,53,2026-05-01,
神奈川区,14102,浦島保育園,1410051014652,4,8,9,12,19,19,71,2026-05-01,
神奈川区,14102,白百合乳児保育園,1410051017986,2,14,10,17,18,16,77,2026-05-01,
神奈川区,14102,第二白百合乳児保育園,1410051017994,1,12,9,12,10,12,56,2026-05-01,
神奈川区,14102,グローバルキッズ子安駅前保育園,1410051024917,2,2,7,7,5,6,29,2026-05-01,
神奈川区,14102,ＹＭＣＡ東かながわ保育園,1410051016277,4,12,12,13,13,13,67,2026-05-01,
神奈川区,14102,ナーサリー横浜ポートサイド,1410051018000,6,16,18,17,15,18,90,2026-05-01,
神奈川区,14102,横浜すきっぷ保育園,1410051016343,5,8,9,7,8,10,47,2026-05-01,
神奈川区,14102,ひびき金港町保育園,1410051024420,-,10,13,14,15,15,67,2026-05-01,
神奈川区,14102,ウィズブック保育園青木町,1410051026599,6,8,10,12,8,10,54,2026-05-01,
神奈川区,14102,認定こども園捜真幼稚園,1410051020469,-,8,10,13,15,14,60,2026-05-01,
神奈川区,14102,うちゅうこども園たんまち,1410051026227,9,12,12,12,10,11,66,2026-05-01,
神奈川区,14102,保育ルーム　岸根公園前,1410052003571,0,3,4,-,-,-,7,2026-05-01,
神奈川区,14102,こころベイビー,1410052004199,4,8,8,-,-,-,20,2026-05-01,
神奈川区,14102,みらいつばさ片倉町保育園,1410052005964,-,6,6,-,-,-,12,2026-05-01,
神奈川区,14102,横浜シュタイナー保育園,1410052003456,-,6,6,-,-,-,12,2026-05-01,
神奈川区,14102,京進のほいくえんＨＯＰＰＡ反町園,1410052004348,2,2,5,-,-,-,9,2026-05-01,
神奈川区,14102,東神奈川ひかり保育園,1410052003464,2,5,4,-,-,-,11,2026-05-01,
神奈川区,14102,キッズパートナー東白楽,1410052004322,0,7,6,-,-,-,13,2026-05-01,
神奈川区,14102,横浜ノーベル保育園,1410052004819,2,7,9,-,-,-,18,2026-05-01,
神奈川区,14102,ＳＵＮＮＹ　ＫＩＤ保育園,1410052004306,0,8,8,-,-,-,16,2026-05-01,
神奈川区,14102,西寺尾チューリップルーム,1410052004330,0,4,4,-,-,-,8,2026-05-01,
神奈川区,14102,京浜保育園パステル,1410052005659,2,9,10,-,-,-,21,2026-05-01,
神奈川区,14102,リトルスカラー新子安保育園,1410052004652,1,7,6,-,-,-,14,2026-05-01,
神奈川区,14102,キッズパートナー新子安,1410052004314,1,8,8,-,-,-,17,2026-05-01,
神奈川区,14102,おれんじハウス横浜駅前保育園,1410052003001,0,5,5,-,-,-,10,2026-05-01,
神奈川区,14102,たいせつ横浜ポートサイド保育園,1410052004645,3,8,7,-,-,-,18,2026-05-01,
神奈川区,14102,ポートサイド野ばな保育園,1410052005998,-,5,7,-,-,-,12,2026-05-01,
神奈川区,14102,スターチャイルド≪横浜ステーションナーサリー≫,1410052005212,3,8,7,-,-,-,18,2026-05-01,
神奈川区,14102,Yokohama Front Mutsumi Nursery,1410052006004,5,9,8,-,-,-,22,2026-05-01,
神奈川区,14102,こまつな保育園,1410052004082,0,2,3,-,-,-,5,2026-05-01,
西区,14103,キッズポケット木の葉保育園,1410051024172,6,10,10,14,14,14,68,2026-05-01,
西区,14103,浅間幼育園,1410051019883,-,7,10,15,13,11,56,2026-05-01,
西区,14103,むつみ愛児園,1410051027514,-,-,5,14,12,8,39,2026-05-01,
西区,14103,横浜岡野すきっぷ保育園,1410051024776,6,10,10,12,13,13,64,2026-05-01,
西区,14103,キッズポケット保育園,1410051019313,6,12,11,-,-,-,29,2026-05-01,
西区,14103,にじいろ保育園平沼,1410051027118,-,11,11,11,12,7,52,2026-05-01,
西区,14103,ほっぺるランド横浜岡野,1410051013902,-,12,12,13,13,11,61,2026-05-01,
西区,14103,ポピンズナーサリースクール平沼橋,1410051027332,-,8,9,9,11,8,45,2026-05-01,
西区,14103,Maple Nursery 横浜,1410051028181,-,8,8,11,11,10,48,2026-05-01,
西区,14103,横浜そらいろ保育園,1410051025559,2,9,12,11,10,7,51,2026-05-01,
西区,14103,横浜西口保育園,1410051027597,4,8,9,8,9,7,45,2026-05-01,
西区,14103,あそびの杜保育園（分園含む）,1410051014686,5,13,13,12,15,15,73,2026-05-01,
西区,14103,つくし愛児園,1410051020394,-,-,0,0,0,0,0,2026-05-01,
西区,14103,トキワ保育園,1410051016368,6,12,12,10,12,12,64,2026-05-01,
西区,14103,平沼保育園,1410051019305,6,12,11,8,9,11,57,2026-05-01,
西区,14103,ムーミン保育園,1410051016392,6,9,12,12,8,10,57,2026-05-01,
西区,14103,横浜市南浅間保育園,1410051020014,9,15,15,16,20,18,93,2026-05-01,
西区,14103,利正寺保育園,1410051014694,-,4,7,8,16,12,47,2026-05-01,
西区,14103,ろぜっと保育園,1410051016400,9,12,15,16,18,17,87,2026-05-01,
西区,14103,ウィズブック保育園戸部,1410051025450,6,10,10,12,12,13,63,2026-05-01,
西区,14103,桃の木保育園,1410051018034,6,10,10,12,12,10,60,2026-05-01,
西区,14103,マイ・ハート紅葉ヶ丘保育園,1410051024347,3,6,6,7,8,8,38,2026-05-01,
西区,14103,アミー保育園高島園,1410051025393,-,8,7,6,8,4,33,2026-05-01,
西区,14103,おはよう保育園　花咲町,1410051025039,3,9,9,10,11,12,54,2026-05-01,
西区,14103,グリーンポート桜木町保育園,1410051014702,6,16,15,13,15,9,74,2026-05-01,
西区,14103,横浜みなとみらい保育園,1410051016384,20,22,23,23,24,23,135,2026-05-01,
西区,14103,キッズパートナーみなとみらい,1410051024081,3,6,7,10,11,13,50,2026-05-01,
西区,14103,京急キッズランド新高島保育園,1410051025914,6,8,10,11,12,12,59,2026-05-01,
西区,14103,にじいろ保育園みなとみらい,1410051015352,7,12,15,14,12,15,75,2026-05-01,
西区,14103,ポピンズナーサリースクールみなとみらい,1410051019230,6,8,9,9,9,10,51,2026-05-01,
西区,14103,ポピンズナーサリースクール横浜,1410051019248,2,8,10,12,11,11,54,2026-05-01,
西区,14103,みなとみらいくばがさ保育園,1410051024677,7,11,13,15,14,15,75,2026-05-01,
西区,14103,キッズパートナー横浜楠町,1410052004157,1,7,7,-,-,-,15,2026-05-01,
西区,14103,キッズパートナー平沼橋,1410052002961,5,6,5,-,-,-,16,2026-05-01,
西区,14103,Maple Nursery WEST,1410052005071,3,4,5,-,-,-,12,2026-05-01,
西区,14103,おれんじハウス西戸部保育園,1410052002870,2,3,5,-,-,-,10,2026-05-01,
西区,14103,戸部みつばち保育園,1410052005832,-,7,7,-,-,-,14,2026-05-01,
西区,14103,西区中央もえぎ保育室,1410052003399,2,3,5,-,-,-,10,2026-05-01,
西区,14103,キャリー保育園　桜木町,1410052004256,3,8,8,-,-,-,19,2026-05-01,
西区,14103,キッズパートナーみなとみらい第２,1410052004660,3,1,4,-,-,-,8,2026-05-01,
西区,14103,すぎやま家庭保育室,1410052004926,0,2,1,-,-,-,3,2026-05-01,
中区,14104,スターチャイルド《桜木町ステーションナーサリー》,1410051025922,3,8,8,10,10,10,49,2026-05-01,
中区,14104,クラウン保育園,1410051027217,-,12,13,14,16,16,71,2026-05-01,
中区,14104,ポピンズナーサリースクール馬車道,1410051016483,6,9,9,9,8,9,50,2026-05-01,
中区,14104,アスク馬車道保育園,1410051016418,7,16,18,17,18,14,90,2026-05-01,
中区,14104,にじいろ保育園関内,1410051024925,4,7,9,9,9,9,47,2026-05-01,
中区,14104,伊勢佐木町保育園,1410051023604,3,8,10,-,-,-,21,2026-05-01,
中区,14104,ララランド横浜伊勢佐木,1410051026656,2,13,14,17,16,16,78,2026-05-01,
中区,14104,アスクバイリンガル保育園　山下町,1410051016426,3,10,10,8,9,12,52,2026-05-01,
中区,14104,横濱中華幼保園,1410051026805,5,16,20,23,26,23,113,2026-05-01,
中区,14104,うちゅう保育園やました,1410051023711,5,10,10,10,7,10,52,2026-05-01,
中区,14104,アメリカ山徳育こども園,1410051013910,9,16,16,21,20,20,102,2026-05-01,
中区,14104,木下の保育園　山下町,1410051024552,0,6,9,6,8,4,33,2026-05-01,
中区,14104,うみの風保育園,1410051013928,2,8,8,8,8,8,42,2026-05-01,
中区,14104,新山下二丁目保育所,1410051016467,8,16,18,18,20,18,98,2026-05-01,
中区,14104,保育園小紅,1410051024180,3,8,15,-,-,-,26,2026-05-01,
中区,14104,キディ石川町・横浜,1410051013936,3,11,12,11,11,14,62,2026-05-01,
中区,14104,ラフ・クルー元町保育園,1410051015154,7,10,8,8,8,11,52,2026-05-01,
中区,14104,ことぶき保育園,1410051015360,3,9,12,8,14,9,55,2026-05-01,
中区,14104,寿福祉センター保育所,1410051016459,2,5,10,12,10,13,52,2026-05-01,
中区,14104,保育園ばんびーな,1410051018588,-,8,9,9,6,8,40,2026-05-01,
中区,14104,ヨコハマきぼう保育園,1410051019891,3,12,15,18,17,15,80,2026-05-01,
中区,14104,打越保育園,1410051016434,-,6,13,12,15,13,59,2026-05-01,
中区,14104,横浜市山手保育園,1410051018828,-,8,11,15,13,12,59,2026-05-01,
中区,14104,うちゅうこども園やまて,1410051025773,8,12,12,12,12,11,67,2026-05-01,
中区,14104,横浜市竹之丸保育園,1410051018836,11,15,18,19,24,20,107,2026-05-01,
中区,14104,山元町保育園,1410051018042,3,12,18,22,25,20,100,2026-05-01,
中区,14104,木下の保育園　本牧,1410051024545,0,12,15,14,14,14,69,2026-05-01,
中区,14104,横浜市錦保育園,1410051020022,-,6,9,7,10,13,45,2026-05-01,
中区,14104,すいとぴー保育園,1410051016475,4,8,9,8,5,5,39,2026-05-01,
中区,14104,高風保育園,1410051016442,-,12,15,18,15,17,77,2026-05-01,
中区,14104,アスク本牧保育園,1410051019321,6,12,11,13,10,13,65,2026-05-01,
中区,14104,太陽の子　不動下保育園,1410051016491,3,8,9,10,10,9,49,2026-05-01,
中区,14104,ニチイキッズ桜木町保育園,1410052005063,5,7,7,-,-,-,19,2026-05-01,
中区,14104,キッズパートナー横浜市役所,1410052005477,2,8,7,-,-,-,17,2026-05-01,
中区,14104,徳育ナーサリー山下公園,1410052003068,2,6,7,-,-,-,15,2026-05-01,
中区,14104,あいりす　新山下保育室,1410052002946,0,4,3,-,-,-,7,2026-05-01,
中区,14104,ル・ボワ保育園,1410052004850,3,6,7,-,-,-,16,2026-05-01,
中区,14104,保育園ころころキッズガーデン,1410052004538,1,6,7,-,-,-,14,2026-05-01,
中区,14104,のぞみ山手駅前保育園,1410052005642,3,8,8,-,-,-,19,2026-05-01,
中区,14104,ほんもくはら保育園,1410052005089,1,10,7,-,-,-,18,2026-05-01,
中区,14104,シュハリィ本牧保育園,1410052004397,1,4,9,-,-,-,14,2026-05-01,
中区,14104,あいりす　本牧保育室,1410052002953,4,8,8,-,-,-,20,2026-05-01,
中区,14104,こもれび保育園根岸園,1410052006053,1,5,5,-,-,-,11,2026-05-01,
南区,14105,中村愛児園,1410051018059,3,8,13,12,16,17,69,2026-05-01,
南区,14105,みなみマーノ保育園,1410051016541,9,12,20,20,21,21,103,2026-05-01,
南区,14105,やすらぎ保育園,1410051013969,3,10,12,14,13,14,66,2026-05-01,
南区,14105,横浜市しろばら保育園,1410051018851,-,10,14,17,16,19,76,2026-05-01,
南区,14105,小学館アカデミーまいた保育園,1410051027795,4,9,9,10,10,11,53,2026-05-01,
南区,14105,小さな足あと保育園,1410051015162,6,14,14,15,13,15,77,2026-05-01,
南区,14105,蒔田ひまわり保育園,1410051023703,4,10,12,11,12,12,61,2026-05-01,
南区,14105,アスクバイリンガル保育園 吉野町,1410051016517,8,8,8,8,7,8,47,2026-05-01,
南区,14105,きらり保育園吉野町,1410051027092,2,8,7,8,8,8,41,2026-05-01,
南区,14105,京急キッズランド黄金町保育園,1410051014769,6,9,10,11,10,10,56,2026-05-01,
南区,14105,清水ヶ丘保育園,1410051026151,5,12,14,16,18,13,78,2026-05-01,
南区,14105,南愛児園,1410051014777,-,-,11,20,23,18,72,2026-05-01,
南区,14105,三春台保育園,1410051027472,-,11,13,17,15,18,74,2026-05-01,
南区,14105,めいとく保育園,1410051016582,7,8,8,9,9,10,51,2026-05-01,
南区,14105,横浜みなみ薫保育園,1410051014793,6,12,12,14,15,12,71,2026-05-01,
南区,14105,くらき永田保育園,1410051016525,12,16,16,18,18,17,97,2026-05-01,
南区,14105,たけのこ永田東保育園,1410051023588,4,6,8,15,14,15,62,2026-05-01,
南区,14105,横浜市永田保育園,1410051018877,-,12,16,18,18,18,82,2026-05-01,
南区,14105,六ツ川台保育園,1410051016558,2,7,7,8,9,11,44,2026-05-01,
南区,14105,六ツ川西保育園,1410051016566,9,14,15,20,20,20,98,2026-05-01,
南区,14105,六ツ川みどり保育園,1410051016574,10,18,19,20,20,20,107,2026-05-01,
南区,14105,アイン弘明寺保育園,1410051019339,5,12,13,14,14,13,71,2026-05-01,
南区,14105,アスクいどがや保育園,1410051016509,6,16,17,19,19,18,95,2026-05-01,
南区,14105,京急キッズランド井土ケ谷駅保育園,1410051014751,7,10,10,11,11,11,60,2026-05-01,
南区,14105,ひびき井土ヶ谷保育園,1410051013951,6,12,15,15,15,15,78,2026-05-01,
南区,14105,まなびの森　プチ・ナーサリー弘明寺,1410051024701,6,12,12,14,13,13,70,2026-05-01,
南区,14105,ララランド井土ヶ谷,1410051025930,5,12,12,15,15,14,73,2026-05-01,
南区,14105,横浜市井土ケ谷保育園,1410051018885,9,19,23,24,25,25,125,2026-05-01,
南区,14105,大岡おひさま保育園,1410051014744,3,8,8,9,9,10,47,2026-05-01,
南区,14105,大岡はるかぜ保育園,1410051025310,7,14,15,20,20,20,96,2026-05-01,
南区,14105,上大岡ラビット保育園,1410051024669,6,7,7,9,9,8,46,2026-05-01,
南区,14105,キッズパートナー弘明寺,1410051024727,3,8,9,11,10,8,49,2026-05-01,
南区,14105,久良岐保育園,1410051016533,6,16,21,25,25,25,118,2026-05-01,
南区,14105,別所保育園,1410051019909,3,16,20,21,21,20,101,2026-05-01,
南区,14105,認定こども園山王台幼稚園,1410051020477,2,8,13,4,10,9,46,2026-05-01,
南区,14105,幼保連携型認定こども園　睦町保育園,1410051028686,7,12,15,14,14,18,80,2026-05-01,
南区,14105,こども園　よこはま風の遊育園,1410051028314,6,12,15,15,14,15,77,2026-05-01,
南区,14105,キューピールームＰ-ｋａｂｏｏ園,1410052005980,2,6,5,-,-,-,13,2026-05-01,
南区,14105,チームナーサリーＢｉｇＨｕｇ南太田,1410052004207,-,3,6,-,-,-,9,2026-05-01,
南区,14105,キッズパートナー井土ヶ谷,1410052004140,3,9,8,-,-,-,20,2026-05-01,
南区,14105,ばばほいくしつ黄金町,1410052005154,3,7,8,-,-,-,18,2026-05-01,
南区,14105,ぽかぽか保育園,1410052003258,3,2,6,-,-,-,11,2026-05-01,
南区,14105,弘明寺なぎさ保育園,1410052006095,-,7,5,-,-,-,12,2026-05-01,
南区,14105,木の花保育園,1410052004553,2,9,7,-,-,-,18,2026-05-01,
南区,14105,竹の子共同保育園,1410052004215,4,8,7,-,-,-,19,2026-05-01,
南区,14105,パナマリア保育園弘明寺園,1410052005576,3,8,9,-,-,-,20,2026-05-01,
南区,14105,つぼみの森保育室,1410052004504,-,0,1,-,-,-,1,2026-05-01,
南区,14105,もりた保育室,1410052005006,-,3,2,-,-,-,5,2026-05-01,
南区,14105,ペパンルーム,1410052005360,1,2,2,-,-,-,5,2026-05-01,
港南区,14111,赤い屋根保育園,1410051016608,12,18,20,24,22,24,120,2026-05-01,
港南区,14111,アスク上大岡保育園,1410051018596,6,8,10,11,11,10,56,2026-05-01,
港南区,14111,アスク港南中央保育園,1410051016616,8,15,15,19,19,19,95,2026-05-01,
港南区,14111,アスクさいど保育園,1410051014801,8,15,15,14,14,16,82,2026-05-01,
港南区,14111,オハナ上永谷保育園,1410051028553,6,14,18,19,18,17,92,2026-05-01,
港南区,14111,風の丘・上大岡東保育園,1410051028157,3,9,11,17,18,20,78,2026-05-01,
港南区,14111,上大岡はるかぜ保育園,1410051014009,6,16,18,20,20,20,100,2026-05-01,
港南区,14111,上大岡ゆう保育園,1410051016632,18,24,24,24,24,23,137,2026-05-01,
港南区,14111,上永谷保育園,1410051016640,-,9,14,15,19,19,76,2026-05-01,
港南区,14111,上永谷西保育園,1410051025823,3,12,16,17,16,16,80,2026-05-01,
港南区,14111,キッズガーデン横浜最戸,1410051024354,6,8,10,12,12,12,60,2026-05-01,
港南区,14111,クオリスキッズ港南中央保育園,1410051019347,6,15,15,18,18,17,89,2026-05-01,
港南区,14111,グローバルキッズ上大岡園,1410051025567,3,12,12,14,14,14,69,2026-05-01,
港南区,14111,京急キッズランド上大岡保育園,1410051016657,7,10,10,11,11,11,60,2026-05-01,
港南区,14111,京急キッズランド上永谷保育園,1410051014819,6,10,9,10,11,11,57,2026-05-01,
港南区,14111,港南あひる保育園,1410051018604,3,9,9,10,10,9,50,2026-05-01,
港南区,14111,港南台つばさ保育園,1410051019354,-,12,12,13,13,12,62,2026-05-01,
港南区,14111,港南台保育園,1410051024503,9,20,22,23,23,24,121,2026-05-01,
港南区,14111,港南台保育センター,1410051027274,2,9,8,11,11,8,49,2026-05-01,
港南区,14111,港南つくしんぼ保育園,1410051018067,9,24,23,24,24,23,127,2026-05-01,
港南区,14111,港南はるかぜ保育園,1410051014017,9,20,22,22,21,22,116,2026-05-01,
港南区,14111,港南ひまわり保育園,1410051018075,2,14,12,12,12,12,64,2026-05-01,
港南区,14111,ＣＯＳＭＯＳ保育園,1410051016590,3,12,10,12,11,13,61,2026-05-01,
港南区,14111,サイド・サン保育園,1410051027951,-,10,12,13,13,11,59,2026-05-01,
港南区,14111,笹下保育園,1410051019552,6,12,15,16,18,17,84,2026-05-01,
港南区,14111,笹下南つくしんぼ保育園,1410051026318,3,14,16,20,20,20,93,2026-05-01,
港南区,14111,ＳＵＮはるかぜ保育園,1410051013985,3,8,10,13,13,13,60,2026-05-01,
港南区,14111,小学館アカデミーかみおおおか保育園,1410051027803,6,10,10,9,10,10,55,2026-05-01,
港南区,14111,小学館アカデミーかみながや保育園,1410051027811,4,7,10,9,10,10,50,2026-05-01,
港南区,14111,芹が谷ぴよっこ保育園,1410051014025,6,11,11,13,13,13,67,2026-05-01,
港南区,14111,太陽の子　港南台保育園,1410051019545,6,11,11,11,11,10,60,2026-05-01,
港南区,14111,チェリーガーデン保育園,1410051014827,8,12,18,19,20,20,97,2026-05-01,
港南区,14111,つくし保育園　上大岡,1410051019537,-,14,14,16,16,16,76,2026-05-01,
港南区,14111,つばさ保育園,1410051018083,11,17,18,19,19,19,103,2026-05-01,
港南区,14111,にじいろ保育園上大岡,1410051028264,2,8,10,13,13,3,49,2026-05-01,
港南区,14111,野庭保育園,1410051027480,1,4,7,9,11,13,45,2026-05-01,
港南区,14111,白峰保育園,1410051016673,9,12,15,18,18,18,90,2026-05-01,
港南区,14111,日野保育園,1410051014058,6,10,15,14,13,14,72,2026-05-01,
港南区,14111,ベネッセ 上大岡保育園,1410051028256,-,10,11,13,13,4,51,2026-05-01,
港南区,14111,丸山台保育園,1410051015378,8,15,18,17,20,19,97,2026-05-01,
港南区,14111,みなみひの保育園,1410051016665,8,15,15,18,18,18,92,2026-05-01,
港南区,14111,横浜こども保育園,1410051016624,6,12,20,17,20,15,90,2026-05-01,
