【令和８年５月１日時点】受入可能数,,,,,,,,,,,,
施設所在区,標準地域コード,施設・事業名,施設番号,０歳児,１歳児,２歳児,３歳児,４歳児,５歳児,合計,更新日,
鶴見区,14101,しおつるばしハート保育園,1410052004637,0,0,0,-,-,-,0,2026-05-01,
鶴見区,14101,ひだまりの保育園,1410052005196,0,0,0,-,-,-,0,2026-05-01,
鶴見区,14101,鶴見サンフラワー保育園,1410052005501,1,0,0,-,-,-,1,2026-05-01,
鶴見区,14101,鶴見なのはな保育園,1410052005451,0,0,0,-,-,-,0,2026-05-01,
神奈川区,14102,横浜市西菅田保育園,1410051018802,-,0,0,2,2,1,5,2026-05-01,
神奈川区,14102,保育園こりす,1410051014678,0,0,0,0,0,0,0,2026-05-01,
神奈川区,14102,あおぞら菅田保育園,1410051025260,-,0,0,0,3,3,6,2026-05-01,
神奈川区,14102,羽沢保育園,1410051013886,0,0,0,1,0,0,1,2026-05-01,
神奈川区,14102,ミアヘルサ保育園ひびき羽沢横浜国大,1410051028140,-,0,0,0,0,8,8,2026-05-01,
神奈川区,14102,アイン三枚町保育園,1410051019511,0,0,0,0,1,0,1,2026-05-01,
神奈川区,14102,コビープリスクールかたくら,1410051025484,0,0,0,2,0,0,2,2026-05-01,
神奈川区,14102,Gakkenほいくえん片倉,1410051019503,0,0,0,1,1,2,4,2026-05-01,
神奈川区,14102,空と杜の保育園かんだいじ,1410051027464,0,0,1,3,3,0,7,2026-05-01,
神奈川区,14102,ポピンズナーサリースクール片倉町,1410051019222,0,0,0,0,0,0,0,2026-05-01,
神奈川区,14102,横浜市神大寺保育園,1410051018794,-,0,0,0,5,8,13,2026-05-01,
神奈川区,14102,ポピンズナーサリースクール片倉町駅前,1410051026722,-,0,0,0,0,0,0,2026-05-01,
神奈川区,14102,スターチャイルド≪片倉町ナーサリー≫,1410051027936,-,0,1,2,0,1,4,2026-05-01,
神奈川区,14102,こころキッズ,1410051026607,-,0,0,0,4,0,4,2026-05-01,
神奈川区,14102,スターチャイルド≪三ッ沢上町ナーサリー≫,1410051024958,0,0,0,0,0,0,0,2026-05-01,
神奈川区,14102,三ツ沢保育園,1410051025195,-,0,0,2,1,0,3,2026-05-01,
神奈川区,14102,フレール保育園,1410051024156,1,0,0,1,0,0,2,2026-05-01,
神奈川区,14102,いずみ松本町保育園,1410051023745,0,0,0,0,1,0,1,2026-05-01,
神奈川区,14102,アイン松本町保育園,1410051017952,1,0,1,4,3,3,12,2026-05-01,
神奈川区,14102,いずみ反町保育園,1410051013654,2,0,1,0,3,0,6,2026-05-01,
神奈川区,14102,クルミ保育園,1410051028272,0,0,1,2,2,10,15,2026-05-01,
神奈川区,14102,アイン高島台保育園,1410051018026,0,0,0,1,0,0,1,2026-05-01,
神奈川区,14102,Gakkenほいくえん反町,1410051024768,0,4,1,4,5,1,15,2026-05-01,
神奈川区,14102,いずみ反町公園保育園,1410051024438,-,1,4,2,0,2,9,2026-05-01,
神奈川区,14102,小鳩保育園,1410051016293,2,2,4,7,3,3,21,2026-05-01,
神奈川区,14102,小鳩保育園分園,1410051016285,5,1,0,6,3,4,19,2026-05-01,
神奈川区,14102,エンゼル保育園,1410051018570,-,0,0,1,1,1,3,2026-05-01,
神奈川区,14102,かながわ保育園,1410051027035,0,0,0,0,5,0,5,2026-05-01,
神奈川区,14102,きゃんばす東神奈川保育園,1410051025708,0,1,0,2,2,2,7,2026-05-01,
神奈川区,14102,たいせつ保育園,1410051023638,6,4,0,-,-,-,10,2026-05-01,
神奈川区,14102,メリー★ポピンズ東神奈川ルーム,1410051016350,-,0,0,1,1,0,2,2026-05-01,
神奈川区,14102,反町ひかり保育園,1410051027266,-,0,2,3,4,6,15,2026-05-01,
神奈川区,14102,いずみ東白楽保育園,1410051013837,0,2,0,2,0,0,4,2026-05-01,
神奈川区,14102,めばえ横浜保育園,1410051015147,0,0,3,6,5,4,18,2026-05-01,
神奈川区,14102,キッズパートナー六角橋,1410051024792,1,0,0,1,6,5,13,2026-05-01,
神奈川区,14102,グローバルキッズ白楽園,1410051014660,2,0,0,1,0,1,4,2026-05-01,
神奈川区,14102,スターチャイルド≪白楽ナーサリー≫,1410051024941,2,0,0,3,0,1,6,2026-05-01,
神奈川区,14102,あおぞら第２保育園,1410051017960,0,1,0,0,3,0,4,2026-05-01,
神奈川区,14102,あおぞら保育園,1410051017978,0,0,0,0,0,0,0,2026-05-01,
神奈川区,14102,スターチャイルド≪岸根公園ナーサリー≫,1410051024339,0,0,0,2,1,2,5,2026-05-01,
神奈川区,14102,マフィス白楽ナーサリー,1410051026763,0,0,0,3,3,3,9,2026-05-01,
神奈川区,14102,キッズラボ白楽園,1410051024446,5,0,0,5,3,3,16,2026-05-01,
神奈川区,14102,白楽あいいく保育園,1410051028207,0,0,3,5,6,0,14,2026-05-01,
神奈川区,14102,白幡フレール保育園,1410051016301,0,0,0,10,2,0,12,2026-05-01,
神奈川区,14102,白幡保育園,1410051013860,9,0,0,1,1,0,11,2026-05-01,
神奈川区,14102,キッズパートナー妙蓮寺,1410051025492,0,0,0,5,4,2,11,2026-05-01,
神奈川区,14102,横浜市松見保育園,1410051018810,1,0,0,2,2,3,8,2026-05-01,
神奈川区,14102,ブライト保育園横浜松見町,1410051024966,4,0,0,0,0,1,5,2026-05-01,
神奈川区,14102,ひびき保育園,1410051016327,0,0,0,0,0,0,0,2026-05-01,
神奈川区,14102,西寺尾保育園,1410051016319,5,0,1,2,2,0,10,2026-05-01,
神奈川区,14102,神ノ木保育園,1410051013845,1,0,0,2,4,1,8,2026-05-01,
神奈川区,14102,グローバルキッズ大口園,1410051023521,0,0,0,2,0,0,2,2026-05-01,
神奈川区,14102,横浜大口雲母保育園,1410051025690,1,0,1,4,0,0,6,2026-05-01,
神奈川区,14102,聖徳保育園,1410051013852,2,0,6,4,9,7,28,2026-05-01,
神奈川区,14102,きゃんばす子安台保育園,1410051024834,0,0,2,0,0,1,3,2026-05-01,
神奈川区,14102,ゆうゆうきっず横浜,1410051013894,5,0,0,1,1,1,8,2026-05-01,
神奈川区,14102,なないろきっど保育園,1410051025351,1,0,1,0,1,1,4,2026-05-01,
神奈川区,14102,グローバルキッズ新子安保育園,1410051019529,1,0,0,1,0,0,2,2026-05-01,
神奈川区,14102,ゆうゆうきっず新子安,1410051024412,0,0,0,1,0,0,1,2026-05-01,
神奈川区,14102,ＧＥＮＫＩＤＳバイリンガル保育園新子安,1410051027415,1,0,1,1,0,1,4,2026-05-01,
神奈川区,14102,太陽の子　新子安保育園,1410051013878,2,0,0,0,0,1,3,2026-05-01,
神奈川区,14102,グローバルキッズ新子安第二保育園,1410051027209,-,0,0,3,0,0,3,2026-05-01,
神奈川区,14102,浦島保育園,1410051014652,0,0,2,3,1,3,9,2026-05-01,
神奈川区,14102,白百合乳児保育園,1410051017986,2,3,8,2,1,3,19,2026-05-01,
神奈川区,14102,第二白百合乳児保育園,1410051017994,2,0,3,0,2,0,7,2026-05-01,
神奈川区,14102,グローバルキッズ子安駅前保育園,1410051024917,1,7,2,2,5,4,21,2026-05-01,
神奈川区,14102,ＹＭＣＡ東かながわ保育園,1410051016277,5,0,0,0,0,0,5,2026-05-01,
神奈川区,14102,ナーサリー横浜ポートサイド,1410051018000,0,0,0,1,3,0,4,2026-05-01,
神奈川区,14102,横浜すきっぷ保育園,1410051016343,0,0,1,4,3,1,9,2026-05-01,
神奈川区,14102,ひびき金港町保育園,1410051024420,-,0,0,1,0,0,1,2026-05-01,
神奈川区,14102,ウィズブック保育園青木町,1410051026599,0,0,0,0,4,2,6,2026-05-01,
神奈川区,14102,認定こども園捜真幼稚園,1410051020469,-,0,0,1,0,0,1,2026-05-01,
神奈川区,14102,うちゅうこども園たんまち,1410051026227,0,0,0,0,0,0,0,2026-05-01,
神奈川区,14102,保育ルーム　岸根公園前,1410052003571,0,0,0,-,-,-,0,2026-05-01,
神奈川区,14102,こころベイビー,1410052004199,0,0,0,-,-,-,0,2026-05-01,
神奈川区,14102,みらいつばさ片倉町保育園,1410052005964,-,0,0,-,-,-,0,2026-05-01,
神奈川区,14102,横浜シュタイナー保育園,1410052003456,-,0,0,-,-,-,0,2026-05-01,
神奈川区,14102,京進のほいくえんＨＯＰＰＡ反町園,1410052004348,0,1,0,-,-,-,1,2026-05-01,
神奈川区,14102,東神奈川ひかり保育園,1410052003464,3,2,3,-,-,-,8,2026-05-01,
神奈川区,14102,キッズパートナー東白楽,1410052004322,3,1,2,-,-,-,6,2026-05-01,
神奈川区,14102,横浜ノーベル保育園,1410052004819,0,1,1,-,-,-,2,2026-05-01,
神奈川区,14102,ＳＵＮＮＹ　ＫＩＤ保育園,1410052004306,3,0,0,-,-,-,3,2026-05-01,
神奈川区,14102,西寺尾チューリップルーム,1410052004330,0,0,0,-,-,-,0,2026-05-01,
神奈川区,14102,京浜保育園パステル,1410052005659,1,0,0,-,-,-,1,2026-05-01,
神奈川区,14102,リトルスカラー新子安保育園,1410052004652,1,1,2,-,-,-,4,2026-05-01,
神奈川区,14102,キッズパートナー新子安,1410052004314,2,0,0,-,-,-,2,2026-05-01,
神奈川区,14102,おれんじハウス横浜駅前保育園,1410052003001,3,0,0,-,-,-,3,2026-05-01,
神奈川区,14102,たいせつ横浜ポートサイド保育園,1410052004645,2,0,1,-,-,-,3,2026-05-01,
神奈川区,14102,ポートサイド野ばな保育園,1410052005998,-,4,3,-,-,-,7,2026-05-01,
神奈川区,14102,スターチャイルド≪横浜ステーションナーサリー≫,1410052005212,0,0,1,-,-,-,1,2026-05-01,
神奈川区,14102,Yokohama Front Mutsumi Nursery,1410052006004,1,0,0,-,-,-,1,2026-05-01,
神奈川区,14102,こまつな保育園,1410052004082,2,2,1,-,-,-,5,2026-05-01,
西区,14103,キッズポケット木の葉保育園,1410051024172,1,0,0,0,0,0,1,2026-05-01,
西区,14103,浅間幼育園,1410051019883,-,8,5,0,2,4,19,2026-05-01,
西区,14103,むつみ愛児園,1410051027514,-,-,3,0,2,6,11,2026-05-01,
西区,14103,横浜岡野すきっぷ保育園,1410051024776,0,0,0,0,0,0,0,2026-05-01,
西区,14103,キッズポケット保育園,1410051019313,0,0,1,-,-,-,1,2026-05-01,
西区,14103,にじいろ保育園平沼,1410051027118,-,0,3,4,0,0,7,2026-05-01,
西区,14103,ほっぺるランド横浜岡野,1410051013902,-,0,0,0,0,2,2,2026-05-01,
西区,14103,ポピンズナーサリースクール平沼橋,1410051027332,-,0,0,2,0,3,5,2026-05-01,
西区,14103,Maple Nursery 横浜,1410051028181,-,0,0,0,0,1,1,2026-05-01,
西区,14103,横浜そらいろ保育園,1410051025559,1,0,0,1,2,5,9,2026-05-01,
西区,14103,横浜西口保育園,1410051027597,0,0,0,1,0,2,3,2026-05-01,
西区,14103,あそびの杜保育園（分園含む）,1410051014686,0,0,0,4,1,1,6,2026-05-01,
西区,14103,つくし愛児園,1410051020394,-,-,6,10,12,12,40,2026-05-01,
西区,14103,トキワ保育園,1410051016368,0,0,0,2,0,0,2,2026-05-01,
西区,14103,平沼保育園,1410051019305,0,0,1,4,3,1,9,2026-05-01,
西区,14103,ムーミン保育園,1410051016392,1,0,0,1,5,2,9,2026-05-01,
西区,14103,横浜市南浅間保育園,1410051020014,1,0,2,5,3,5,16,2026-05-01,
西区,14103,利正寺保育園,1410051014694,-,0,7,9,1,5,22,2026-05-01,
西区,14103,ろぜっと保育園,1410051016400,0,0,0,2,0,1,3,2026-05-01,
西区,14103,ウィズブック保育園戸部,1410051025450,0,0,0,0,0,0,0,2026-05-01,
西区,14103,桃の木保育園,1410051018034,0,0,0,0,0,2,2,2026-05-01,
西区,14103,マイ・ハート紅葉ヶ丘保育園,1410051024347,0,0,1,1,1,0,3,2026-05-01,
西区,14103,アミー保育園高島園,1410051025393,-,0,1,2,0,4,7,2026-05-01,
西区,14103,おはよう保育園　花咲町,1410051025039,0,0,1,2,1,0,4,2026-05-01,
西区,14103,グリーンポート桜木町保育園,1410051014702,3,0,1,3,1,7,15,2026-05-01,
西区,14103,横浜みなとみらい保育園,1410051016384,0,0,0,0,0,0,0,2026-05-01,
西区,14103,キッズパートナーみなとみらい,1410051024081,0,1,0,4,3,2,10,2026-05-01,
西区,14103,京急キッズランド新高島保育園,1410051025914,0,0,0,1,0,0,1,2026-05-01,
西区,14103,にじいろ保育園みなとみらい,1410051015352,2,0,0,1,0,3,6,2026-05-01,
西区,14103,ポピンズナーサリースクールみなとみらい,1410051019230,0,0,0,0,0,0,0,2026-05-01,
西区,14103,ポピンズナーサリースクール横浜,1410051019248,4,0,0,0,1,1,6,2026-05-01,
西区,14103,みなとみらいくばがさ保育園,1410051024677,2,2,0,0,1,1,6,2026-05-01,
西区,14103,キッズパートナー横浜楠町,1410052004157,2,1,1,-,-,-,4,2026-05-01,
西区,14103,キッズパートナー平沼橋,1410052002961,1,0,2,-,-,-,3,2026-05-01,
西区,14103,Maple Nursery WEST,1410052005071,0,0,0,-,-,-,0,2026-05-01,
西区,14103,おれんじハウス西戸部保育園,1410052002870,0,1,0,-,-,-,1,2026-05-01,
西区,14103,戸部みつばち保育園,1410052005832,-,0,0,-,-,-,0,2026-05-01,
西区,14103,西区中央もえぎ保育室,1410052003399,0,1,0,-,-,-,1,2026-05-01,
西区,14103,キャリー保育園　桜木町,1410052004256,0,0,0,-,-,-,0,2026-05-01,
西区,14103,キッズパートナーみなとみらい第２,1410052004660,0,7,4,-,-,-,11,2026-05-01,
西区,14103,すぎやま家庭保育室,1410052004926,2,,,-,-,-,2,2026-05-01,
中区,14104,スターチャイルド《桜木町ステーションナーサリー》,1410051025922,0,0,0,0,0,0,0,2026-05-01,
中区,14104,クラウン保育園,1410051027217,-,0,0,4,2,2,8,2026-05-01,
中区,14104,ポピンズナーサリースクール馬車道,1410051016483,0,0,0,0,1,0,1,2026-05-01,
中区,14104,アスク馬車道保育園,1410051016418,0,0,0,0,0,3,3,2026-05-01,
中区,14104,にじいろ保育園関内,1410051024925,0,0,0,0,0,0,0,2026-05-01,
中区,14104,伊勢佐木町保育園,1410051023604,3,0,0,-,-,-,3,2026-05-01,
中区,14104,ララランド横浜伊勢佐木,1410051026656,3,1,0,0,1,0,5,2026-05-01,
中区,14104,アスクバイリンガル保育園　山下町,1410051016426,3,0,0,4,4,1,12,2026-05-01,
中区,14104,横濱中華幼保園,1410051026805,3,4,0,2,0,4,13,2026-05-01,
中区,14104,うちゅう保育園やました,1410051023711,2,0,0,0,1,0,3,2026-05-01,
中区,14104,アメリカ山徳育こども園,1410051013910,0,0,0,1,2,2,5,2026-05-01,
中区,14104,木下の保育園　山下町,1410051024552,0,1,0,3,1,5,10,2026-05-01,
中区,14104,うみの風保育園,1410051013928,1,0,0,0,0,0,1,2026-05-01,
中区,14104,新山下二丁目保育所,1410051016467,0,0,0,0,0,0,0,2026-05-01,
中区,14104,保育園小紅,1410051024180,3,4,0,-,-,-,7,2026-05-01,
中区,14104,キディ石川町・横浜,1410051013936,0,1,0,3,3,0,7,2026-05-01,
中区,14104,ラフ・クルー元町保育園,1410051015154,2,0,2,3,3,0,10,2026-05-01,
中区,14104,ことぶき保育園,1410051015360,2,2,0,4,0,2,10,2026-05-01,
中区,14104,寿福祉センター保育所,1410051016459,0,2,0,0,0,0,2,2026-05-01,
中区,14104,保育園ばんびーな,1410051018588,-,1,0,0,3,1,5,2026-05-01,
中区,14104,ヨコハマきぼう保育園,1410051019891,0,0,0,0,1,3,4,2026-05-01,
中区,14104,打越保育園,1410051016434,-,5,0,2,0,1,8,2026-05-01,
中区,14104,横浜市山手保育園,1410051018828,-,0,4,1,3,4,12,2026-05-01,
中区,14104,うちゅうこども園やまて,1410051025773,1,0,0,0,0,0,1,2026-05-01,
中区,14104,横浜市竹之丸保育園,1410051018836,0,1,0,5,6,11,23,2026-05-01,
中区,14104,山元町保育園,1410051018042,0,3,7,3,0,5,18,2026-05-01,
中区,14104,木下の保育園　本牧,1410051024545,0,0,0,1,1,1,3,2026-05-01,
中区,14104,横浜市錦保育園,1410051020022,-,3,3,8,6,0,20,2026-05-01,
中区,14104,すいとぴー保育園,1410051016475,1,1,1,4,7,7,21,2026-05-01,
中区,14104,高風保育園,1410051016442,-,0,0,2,2,0,4,2026-05-01,
中区,14104,アスク本牧保育園,1410051019321,0,0,1,0,2,0,3,2026-05-01,
中区,14104,太陽の子　不動下保育園,1410051016491,0,0,0,0,0,1,1,2026-05-01,
中区,14104,ニチイキッズ桜木町保育園,1410052005063,0,0,0,-,-,-,0,2026-05-01,
中区,14104,キッズパートナー横浜市役所,1410052005477,0,0,1,-,-,-,1,2026-05-01,
中区,14104,徳育ナーサリー山下公園,1410052003068,1,2,1,-,-,-,4,2026-05-01,
中区,14104,あいりす　新山下保育室,1410052002946,0,0,0,-,-,-,0,2026-05-01,
中区,14104,ル・ボワ保育園,1410052004850,0,2,1,-,-,-,3,2026-05-01,
中区,14104,保育園ころころキッズガーデン,1410052004538,5,1,0,-,-,-,6,2026-05-01,
